1733 1527 1905.0
1736 1376 -857.0
1737 645 608.0
1740 1679 1429.0
1741 249 3113.0
1743 1706 992.0
1745 1785 958.0
1750 804 1415.0
1751 1615 2194.0
1751 1892 1521.0
1753 352 1479.0
1755 1111 573.0
1757 1732 548.0
1761 1765 -433.0
1761 1932 3367.0
1770 277 -801.0
1772 1421 1549.0
1773 2021 4702.0
1774 122 3797.0
1775 937 -950.0
1776 1151 2104.0
1777 1604 3049.0
1778 915 1464.0
1778 961 1688.0
1778 1091 422.0
1779 551 2267.0
1779 621 2146.0
1780 1877 658.0
1780 1878 2229.0
1781 1878 31.0
1782 1394 442.0
1782 1634 598.0
1782 1879 438.0
1785 435 -1074.0
1788 198 2663.0
1788 1888 2209.0
1791 612 464.0
1791 663 2699.0
1792 1592 3236.0
1793 1251 1696.0
1794 572 1128.0
1795 434 1681.0
1798 1179 591.0
1799 1791 2173.0
1799 1893 1224.0
1805 1500 5455.0
1808 1368 -817.0
1809 392 721.0
1810 630 663.0
1810 1349 3149.0
1811 391 3749.0
1813 968 581.0
1813 1163 2714.0
1814 630 -590.0
1817 51 2244.0
1821 527 2647.0
1821 911 1665.0
1823 416 582.0
1823 1406 2185.0
1824 1405 3791.0
1824 1406 1160.0
1824 1407 33.0
1825 1406 26.0
1830 1949 1758.0
1831 391 1025.0
1831 1674 1327.0
1833 1104 2638.0
1836 163 684.0
1836 426 3211.0
1838 80 -1184.0
1839 1676 674.0
1841 1278 415.0
1841 1850 4046.0
1842 522 1920.0
1849 639 667.0
1850 356 2294.0
1851 1810 458.0
1852 703 -2426.0
1859 867 -639.0
1862 1035 1007.0
1862 1967 1108.0
1863 1034 1423.0
1863 1035 2722.0
1863 1036 51.0
1863 2003 -492.0
1864 864 1767.0
1864 1017 4540.0
1864 1035 37.0
1868 707 3396.0
1871 97 4909.0
1872 1043 982.0
1873 36 1517.0
1874 1797 478.0
1874 1924 -412.0
1879 695 2034.0
1879 1420 3465.0
1881 1288 1487.0
1882 30 -789.0
1882 530 776.0
1884 1464 2150.0
1886 2004 3181.0
1887 362 2050.0
1887 1166 3880.0
1887 1440 -637.0
1888 1517 2603.0
1889 1983 564.0
1891 655 461.0
1891 973 2361.0
1891 1142 1164.0
1892 852 1056.0
1897 55 5734.0
1899 1029 1167.0
1901 770 1387.0
1903 594 950.0
1903 595 -1147.0
1903 1263 801.0
1904 146 657.0
1905 1256 3439.0
1907 456 -1264.0
1907 1423 981.0
1908 70 2536.0
1908 595 1228.0
1908 1868 1395.0
1909 1393 468.0
1910 1531 2255.0
1910 1781 1539.0
1911 656 1443.0
1912 1887 4304.0
1913 759 3438.0
1916 304 1176.0
1916 400 3762.0
1917 1074 557.0
1917 1130 2115.0
1919 1479 2065.0
1920 22 -481.0
1921 40 1152.0
1921 919 1868.0
1922 60 -622.0
1924 178 2746.0
1924 737 897.0
1925 521 2345.0
1929 475 -1400.0
1929 1302 -1023.0
1931 910 -864.0
1931 1231 -1003.0
1931 1395 -1318.0
1933 1232 3005.0
1934 459 842.0
1936 501 1039.0
1936 1635 2216.0
1937 1409 -776.0
1939 1632 3712.0
1940 762 4273.0
1940 1405 2797.0
1941 143 2391.0
1941 218 992.0
1941 816 2612.0
1942 1766 1567.0
1945 1729 2504.0
1947 4 -789.0
1947 680 1127.0
1947 921 1776.0
1948 930 3387.0
1950 910 491.0
1951 298 1689.0
1951 336 2685.0
1952 1613 3173.0
1953 480 1434.0
1955 528 -1119.0
1955 530 -850.0
1956 527 5598.0
1957 303 1242.0
1957 910 -1378.0
1957 982 3490.0
1960 1841 -455.0
1963 669 2018.0
1964 1803 478.0
1965 780 3495.0
1966 1718 474.0
1969 696 3753.0
1970 845 -698.0
1970 1018 -1688.0
1971 13 -736.0
1973 283 2388.0
1973 1006 689.0
1974 1386 3830.0
1974 1770 1402.0
1976 102 2819.0
1976 1048 1627.0
1976 1769 -1019.0
1977 435 1903.0
1977 1459 2574.0
1978 1286 1869.0
1979 636 -541.0
1979 1083 2045.0
1980 343 1978.0
1982 653 2344.0
1982 1322 2653.0
1985 175 931.0
1986 269 2130.0
1987 535 1251.0
1988 142 -563.0
1990 1099 2250.0
1990 1371 3281.0
1991 738 1730.0
1991 1098 1078.0
1991 1099 60.0
1992 994 2244.0
1993 1769 3719.0
1994 397 2547.0
1996 1657 2336.0
1997 1821 1382.0
1997 1907 661.0
1999 1220 -1004.0
2000 322 772.0
2002 369 521.0
2003 13 -796.0
2003 370 5.0
2004 65 -862.0
2004 214 1348.0
2005 393 460.0
2005 410 1298.0
2007 337 -792.0
2007 528 2707.0
2007 846 443.0
2008 957 2313.0
2008 1053 -1115.0
2009 1011 1489.0
2018 1217 740.0
2019 1613 708.0
2020 193 1545.0
2021 138 -553.0
2021 555 733.0
2021 1027 2272.0
2022 624 4630.0
2023 724 709.0
2025 111 1330.0
2025 173 2207.0
2026 688 984.0
2026 1761 531.0
2027 194 591.0
2027 691 3512.0
2027 692 -1218.0
2027 1092 2390.0
2027 1471 1659.0
2028 898 902.0
2029 924 4278.0
2033 308 2451.0
2035 1541 7846.0
2036 495 870.0
2036 1051 2438.0
2038 269 1876.0
2040 252 467.0
2041 128 444.0
2041 1241 1689.0
2042 1213 2567.0
